new_id,new_name,new_slot,new_rarity,other_id,other_name,other_slot,other_rarity,relationship,rule_or_tradeoff,validation_status
dullPunch,Тупой дырокол,Оружие,Uncommon,pocketVest,Карманный жилет,Одежда,Uncommon,Компромисс / условность,Существующий барьер уменьшает объём обмена Дырокола; сумма не выше 6. При полном барьере урон тройки не отнимается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,answerCloak,Плащ ответа,Одежда,Uncommon,Компромисс / условность,В барьер уходит только до 2 единиц базы выбранной тройки. Добавки Плаща/Книги и множитель Тени сохраняют свой порядок. Защита снижает будущую вероятность потери HP для Плаща ответа.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,tidePurse,Кошелёк прилива,Талисман,Uncommon,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,reservoir,Резервуар,Талисман,Uncommon,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,wick,Фитиль,Талисман,Uncommon,Компромисс / условность,Взрывной череп делает соответствующую тройку неподходящей Дыроколу; обычные тройки продолжают работать.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,conductor,Кольцо проводника,Кольцо,Uncommon,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,fullBlade,Полный клинок,Оружие,Rare,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,contractBlade,Договорной клинок,Оружие,Rare,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,veil,Плащ тени,Одежда,Rare,Компромисс / условность,В барьер уходит только до 2 единиц базы выбранной тройки. Добавки Плаща/Книги и множитель Тени сохраняют свой порядок. Защита снижает будущую вероятность потери HP для Плаща ответа.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,overflowRobe,Мантия переполнения,Одежда,Rare,Компромисс / условность,Существующий барьер уменьшает объём обмена Дырокола; сумма не выше 6. При полном барьере урон тройки не отнимается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,catalyst,Катализатор,Талисман,Rare,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,mint,Монетный пресс,Кольцо,Rare,Тактическая связь,Череп Пресса может стать обычной тройкой для защиты. Он общий; создание не гарантирует будущий сбор владельцем.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,ward,Сухая печать,Кольцо,Rare,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,bloodInkwell,Кровавая чернильница,Кольцо,Rare,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,quarterCutter,Четвертной резак,Оружие,Very Rare,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,mirrorVest,Зеркальная жилетка,Одежда,Very Rare,Прямая связь эффектов,"Барьер Дырокола доступен отражению Жилетки: общий предел барьера 6, отражения 3/действие врага; оба источника могут упереться в предел.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,insurance,Страховой полис,Талисман,Very Rare,Компромисс / условность,"Полис оставляет 6 барьера, пока тот не потрачен, Дырокол не перенаправляет урон. Его защита не восстанавливает использованный Полис.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,carbonPaper,Копирка,Талисман,Very Rare,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,capacitor,Кольцо-конденсатор,Кольцо,Very Rare,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,directorPen,Перо директора,Оружие,Legendary,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,spinningTop,Вечная юла,Талисман,Legendary,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,infiniteDiploma,Диплом бесконечности,Кольцо,Legendary,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,graphite,Графитовый резец,Оружие,Common,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,cottonCuffs,Хлопковые манжеты,Одежда,Common,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,teaBag,Чайный пакетик,Талисман,Common,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,lens,Линза корректора,Кольцо,Common,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,emberKnife,Раскалённый нож,Оружие,Uncommon,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,archiveVest,Архивный жилет,Одежда,Uncommon,Компромисс / условность,Существующий барьер уменьшает объём обмена Дырокола; сумма не выше 6. При полном барьере урон тройки не отнимается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,metronome,Метроном,Талисман,Uncommon,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,fireSeal,Угольная печать,Кольцо,Uncommon,Общий физический триггер,"Физические три черепа остаются собранными, несмотря на перенаправление урона; Печать получает свой огонь.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,mortgage,Клинок закладной,Оружие,Rare,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,saltCoat,Соляной плащ,Одежда,Rare,Компромисс / условность,Существующий барьер уменьшает объём обмена Дырокола; сумма не выше 6. При полном барьере урон тройки не отнимается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,prism,Трёхгранная призма,Талисман,Rare,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,waterwheel,Водяное колесо,Кольцо,Rare,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,glassNib,Стеклянное перо,Оружие,Very Rare,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,ledger,Долговая книга,Талисман,Very Rare,Компромисс / условность,В барьер уходит только до 2 единиц базы выбранной тройки. Добавки Плаща/Книги и множитель Тени сохраняют свой порядок. Защита снижает будущую вероятность потери HP для Плаща ответа.,Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,goldenLining,Золотая подкладка,Одежда,Legendary,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
dullPunch,Тупой дырокол,Оружие,Uncommon,eclipseRing,Кольцо смены,Кольцо,Legendary,Нет специальной связи,"Новый механизм: обычная тройка черепов меняет базовый урон на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,paperKnife,Нож для бумаги,Оружие,Common,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,stylus,Стальной стилус,Оружие,Common,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,coat,Рабочая куртка,Одежда,Common,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,apron,Фартук подмастерья,Одежда,Common,Общий физический триггер,Подходящие реальные цветные фишки сохраняются для существующего триггера. Уничтожение чужой маны и подарки не являются новым физическим сбором.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,copperClip,Медная скрепка,Талисман,Common,Общий физический триггер,Подходящие реальные цветные фишки сохраняются для существующего триггера. Уничтожение чужой маны и подарки не являются новым физическим сбором.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,bluePass,Синий пропуск,Талисман,Common,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,scholar,Печать стажёра,Кольцо,Common,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,abacus,Счётные костяшки,Кольцо,Common,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,tideNeedle,Игла прилива,Оружие,Uncommon,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,chargeSeal,Молоток наборщика,Оружие,Uncommon,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,pocketVest,Карманный жилет,Одежда,Uncommon,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,answerCloak,Плащ ответа,Одежда,Uncommon,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,tidePurse,Кошелёк прилива,Талисман,Uncommon,Общий физический триггер,"Обычная водяная тройка первой волны сохраняет все 3 физические воды: включаются водяные эффекты, но базовая вода уменьшается на 1, если есть что уничтожать у врага.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,reservoir,Резервуар,Талисман,Uncommon,Компромисс / условность,"Карандаш перенаправляет единицу будущей добычи, Резервуар увеличивает вместимость. Запас заполняется медленнее; уничтожение чужой маны не приносит дополнительную ману герою.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,wick,Фитиль,Талисман,Uncommon,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,conductor,Кольцо проводника,Кольцо,Uncommon,Общий физический триггер,Подходящие реальные цветные фишки сохраняются для существующего триггера. Уничтожение чужой маны и подарки не являются новым физическим сбором.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,fullBlade,Полный клинок,Оружие,Rare,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,contractBlade,Договорной клинок,Оружие,Rare,Один слот — только замена,Оба предмета занимают слот «Оружие». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,veil,Плащ тени,Одежда,Rare,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,overflowRobe,Мантия переполнения,Одежда,Rare,Компромисс / условность,"Перенаправленная 1 мана не становится переливом; Мантия считает лишь реально оставшийся избыток, физический цвет сохраняется.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,catalyst,Катализатор,Талисман,Rare,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,mint,Монетный пресс,Кольцо,Rare,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,ward,Сухая печать,Кольцо,Rare,Тактическая связь,"Отрицание видимой цены может не дать врагу применить spell; Сухая печать отдельно отменяет уже применённую вражескую магию. Это разные события, не двойное списание.",Проектная классификация; боевое исполнение новых правил не проверено
auditPencil,Карандаш аудитора,Оружие,Rare,bloodInkwell,Кровавая чернильница,Кольцо,Rare,Нет специальной связи,"Новый механизм: стихия первой волны меняет единицу добычи на уничтожение чужой маны. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
